DCC_freq,I_com,R_in,tau_M,data,ripple_amp,relDCCfreq,ripple_amp_AU
9.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.12535319 7.1200771  7.11480493] mV,181.33991628 uV,27.0,0.18133991628492377
9.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.25070638 14.24015421
 14.22960985] mV",0.36267983 mV,27.0,0.36267983256984754
9.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1428.79688549 1428.0033299
 1427.21021504] uV",27.25896178 uV,36.0,0.027258961781579997
9.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.14398443 7.14001665 7.13605108] mV,136.29480891 uV,36.0,0.13629480890789067
9.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.28796885 14.2800333
 14.27210215] mV",272.58961782 uV,36.0,0.27258961781578134
9.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1430.97641843 1430.34057022
 1429.70500455] uV",22.17335589 uV,45.0,0.022173355892904888
9.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.15488209 7.15170285 7.14852502] mV,110.86677946 uV,45.0,0.11086677946453657
9.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.30976418 14.3034057
 14.29705005] mV",221.73355893 uV,45.0,0.22173355892907315
9.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2362.68279977 2360.05905457
 2357.43822302] uV",90.66159751 uV,18.0,0.0906615975125322
9.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 11.813414   11.80029527
 11.78719112] mV",0.45330799 mV,18.0,0.4533079875626133
9.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 23.626828   23.60059055
 23.57438223] mV",0.90661598 mV,18.0,0.9066159751252266
9.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2375.11772979 2373.35903478
 2371.60164201] uV",60.44663876 uV,27.0,0.060446638761643426
9.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 11.87558865 11.86679517
 11.85800821] mV",302.23319381 uV,27.0,0.3022331938082479
9.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 23.7511773  23.73359035
 23.71601642] mV",0.60446639 mV,27.0,0.6044663876164958
9.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2381.32814248 2380.00554983
 2378.68369174] uV",45.43160297 uV,36.0,0.045431602969298046
9.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 11.90664071 11.90002775
 11.89341846] mV",227.15801485 uV,36.0,0.22715801484645726
9.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 23.81328142 23.8000555
 23.78683692] mV",0.45431603 mV,36.0,0.4543160296929145
9.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2384.96069738 2383.90095037
 2382.84167424] uV",36.95559315 uV,45.0,0.036955593154853764
9.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 11.92480349 11.91950475
 11.91420837] mV",184.77796577 uV,45.0,0.1847779657742736
9.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 23.84960697 23.8390095
 23.82841674] mV",0.36955593 mV,45.0,0.3695559315485472
9.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.7253656  4.72011811 4.71487645] mV,181.32319503 uV,18.0,0.1813231950250644
9.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 23.626828   23.60059055
 23.57438223] mV",0.90661598 mV,18.0,0.9066159751252266
9.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 47.253656   47.20118109
 47.14876446] mV",1.81323195 mV,18.0,1.8132319502504533
9.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.75023546 4.74671807 4.74320328] mV,120.89327752 uV,27.0,0.12089327752328685
9.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 23.7511773  23.73359035
 23.71601642] mV",0.60446639 mV,27.0,0.6044663876164958
9.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 47.5023546  47.4671807
 47.43203284] mV",1.20893278 mV,27.0,1.2089327752329917
9.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.76265628 4.7600111  4.75736738] mV,90.86320594 uV,36.0,0.09086320593859609
9.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 23.81328142 23.8000555
 23.78683692] mV",0.45431603 mV,36.0,0.4543160296929145
9.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 47.62656285 47.600111
 47.57367383] mV",0.90863206 mV,36.0,0.908632059385829
9.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.76992139 4.7678019  4.76568335] mV,73.91118631 uV,45.0,0.07391118630970753
9.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 23.84960697 23.8390095
 23.82841674] mV",0.36955593 mV,45.0,0.3695559315485472
9.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 47.69921395 47.67801901
 47.65683348] mV",0.73911186 mV,45.0,0.7391118630970944
10.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1380.56007117 1379.02696741
 1377.49556616] uV",48.22007203 uV,20.0,0.0482200720345351
10.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 6.90280036 6.89513484 6.88747783] mV,241.10036017 uV,20.0,0.24110036017269304
10.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 13.80560071 13.79026967
 13.77495566] mV",0.48220072 mV,20.0,0.4822007203453861
10.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1387.03878578 1386.01173008
 1384.98543489] uV",32.14966984 uV,30.0,0.03214966983796502
10.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 6.93519393 6.93005865 6.92492717] mV,160.74834919 uV,30.0,0.16074834918980083
10.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 13.87038786 13.8601173
 13.84985435] mV",0.3214967 mV,30.0,0.32149669837960165
10.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1390.27357533 1389.50141563
 1388.72968479] uV",24.16859311 uV,40.0,0.02416859310998363
10.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 6.95136788 6.94750708 6.94364842] mV,120.84296555 uV,40.0,0.12084296554988865
10.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 13.90273575 13.89501416
 13.88729685] mV",241.6859311 uV,40.0,0.2416859310997773
10.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1392.15962248 1391.54102235
 1390.92269709] uV",19.69116921 uV,50.0,0.019691169208329706
10.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 6.96079811 6.95770511 6.95461349] mV,98.45584604 uV,50.0,0.09845584604165937
10.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 13.92159622 13.91541022
 13.90922697] mV",196.91169208 uV,50.0,0.19691169208331874
10.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2300.93345194 2298.37827902
 2295.82594361] uV",80.36678672 uV,20.0,0.08036678672423145
10.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 11.50466726 11.4918914
 11.47912972] mV",0.40183393 mV,20.0,0.4018339336211707
10.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 23.00933452 22.98378279
 22.95825944] mV",0.80366787 mV,20.0,0.8036678672423414
10.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2311.73130964 2310.01955014
 2308.30905814] uV",53.58278306 uV,30.0,0.05358278306326477
10.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 11.55865655 11.55009775
 11.54154529] mV",267.91391532 uV,30.0,0.26791391531635206
10.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 23.1173131  23.1001955
 23.08309058] mV",0.53582783 mV,30.0,0.5358278306327041
10.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2317.12262555 2315.83569272
 2314.54947465] uV",40.28098852 uV,40.0,0.04028098851662984
10.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 11.58561313 11.57917846
 11.57274737] mV",201.40494258 uV,40.0,0.20140494258316133
10.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 23.17122626 23.15835693
 23.14549475] mV",0.40280989 mV,40.0,0.40280988516632266
10.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2320.26603747 2319.23503725
 2318.20449515] uV",32.81861535 uV,50.0,0.03281861534722369
10.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 11.60133019 11.59617519
 11.59102248] mV",164.09307674 uV,50.0,0.1640930767361475
10.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 23.20266037 23.19235037
 23.18204495] mV",0.32818615 mV,50.0,0.328186153472295
10.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.6018669  4.59675656 4.59165189] mV,160.73357345 uV,20.0,0.1607335734484629
10.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 23.00933452 22.98378279
 22.95825944] mV",0.80366787 mV,20.0,0.8036678672423414
10.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 46.01866904 45.96756558
 45.91651887] mV",1.60733573 mV,20.0,1.6073357344846828
10.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.62346262 4.6200391  4.61661812] mV,107.16556613 uV,30.0,0.10716556612652954
10.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 23.1173131  23.1001955
 23.08309058] mV",0.53582783 mV,30.0,0.5358278306327041
10.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 46.23462619 46.200391
 46.16618116] mV",1.07165566 mV,30.0,1.0716556612654082
10.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.63424525 4.63167139 4.62909895] mV,80.56197703 uV,40.0,0.08056197703325968
10.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 23.17122626 23.15835693
 23.14549475] mV",0.40280989 mV,40.0,0.40280988516632266
10.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 46.34245251 46.31671385
 46.29098949] mV",0.80561977 mV,40.0,0.8056197703326453
10.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.64053207 4.63847007 4.63640899] mV,65.63723069 uV,50.0,0.06563723069444738
10.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 23.20266037 23.19235037
 23.18204495] mV",0.32818615 mV,50.0,0.328186153472295
10.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 46.40532075 46.38470075
 46.3640899 ] mV",0.65637231 mV,50.0,0.65637230694459
11.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1477.91047045 1476.26925966
 1474.62987142] uV",43.87341865 uV,22.0,0.04387341864922037
11.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.38955235 7.3813463  7.37314936] mV,219.36709325 uV,22.0,0.2193670932461025
11.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.7791047  14.7626926
 14.74629871] mV",0.43873419 mV,22.0,0.438734186492205
11.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1472.7796954  1471.68915143
 1470.59941498] uV",29.25179149 uV,33.0,0.02925179148952203
11.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.36389848 7.35844576 7.35299707] mV,146.25895745 uV,33.0,0.14625895744755074
11.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.72779695 14.71689151
 14.70599415] mV",292.5179149 uV,33.0,0.2925179148951015
11.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1470.20668026 1469.39012562
 1468.57402448] uV",21.99777154 uV,44.0,0.021997771537856117
11.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.3510334  7.34695063 7.34287012] mV,109.98885769 uV,44.0,0.10998885768924438
11.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.7020668  14.69390126
 14.68574024] mV",219.97771538 uV,44.0,0.21997771537848876
11.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1468.60466926 1467.9521011
 1467.29982291] uV",17.971367 uV,55.0,0.017971366999579037
11.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.34302335 7.33976051 7.33649911] mV,89.856835 uV,55.0,0.08985683499791816
11.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.68604669 14.67952101
 14.67299823] mV",179.71367 uV,55.0,0.17971366999583632
11.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2463.18411742 2460.4487661
 2457.71645237] uV",73.12236442 uV,22.0,0.07312236441536822
11.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 12.31592059 12.30224383
 12.28858226] mV",0.36561182 mV,22.0,0.36561182207683723
11.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 24.63184117 24.60448766
 24.57716452] mV",0.73122364 mV,22.0,0.7312236441536745
11.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2454.63282567 2452.81525239
 2450.99902496] uV",48.75298582 uV,33.0,0.04875298581585082
11.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.27316413 12.26407626
 12.25499512] mV",243.76492908 uV,33.0,0.24376492907929487
11.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.54632826 24.52815252
 24.50999025] mV",0.48752986 mV,33.0,0.48752985815858974
11.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2450.3444671  2448.98354269
 2447.62337414] uV",36.66295256 uV,44.0,0.03666295256308507
11.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.25172234 12.24491771
 12.23811687] mV",183.31476282 uV,44.0,0.1833147628154258
11.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.50344467 24.48983543
 24.47623374] mV",0.36662953 mV,44.0,0.3666295256308516
11.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2447.67444877 2446.58683517
 2445.49970485] uV",29.95227833 uV,55.0,0.029952278332629704
11.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.23837224 12.23293418
 12.22749852] mV",149.76139166 uV,55.0,0.1497613916632192
11.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.47674449 24.46586835
 24.45499705] mV",299.52278333 uV,55.0,0.2995227833264384
11.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.92636823 4.92089753 4.9154329 ] mV,146.24472883 uV,22.0,0.14624472883073644
11.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 24.63184117 24.60448766
 24.57716452] mV",0.73122364 mV,22.0,0.7312236441536745
11.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 49.26368235 49.20897532
 49.15432905] mV",1.46244729 mV,22.0,1.462447288307349
11.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.90926565 4.9056305  4.90199805] mV,97.50597163 uV,33.0,0.09750597163170165
11.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.54632826 24.52815252
 24.50999025] mV",0.48752986 mV,33.0,0.48752985815858974
11.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 49.09265651 49.05630505
 49.0199805 ] mV",0.97505972 mV,33.0,0.9750597163171795
11.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.90068893 4.89796709 4.89524675] mV,73.32590513 uV,44.0,0.07332590512617014
11.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.50344467 24.48983543
 24.47623374] mV",0.36662953 mV,44.0,0.3666295256308516
11.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 49.00688934 48.97967085
 48.95246748] mV",0.73325905 mV,44.0,0.7332590512617032
11.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.8953489  4.89317367 4.89099941] mV,59.90455667 uV,55.0,0.05990455666525941
11.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.47674449 24.46586835
 24.45499705] mV",299.52278333 uV,55.0,0.2995227833264384
11.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 48.95348898 48.9317367
 48.9099941 ] mV",0.59904557 mV,55.0,0.5990455666528768
12.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1442.63756862 1446.03275142
 1449.4241639 ] uV",40.53929222 uV,24.0,0.04053929222386015
12.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.21318784 7.23016376 7.24712082] mV,202.69646112 uV,24.0,0.20269646111930814
12.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.42637569 14.46032751
 14.49424164] mV",0.40539292 mV,24.0,0.4053929222386163
12.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1448.22914389 1450.48887785
 1452.74693855] uV",27.02888009 uV,36.0,0.027028880089975844
12.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.24114572 7.25244439 7.26373469] mV,135.14440045 uV,36.0,0.13514440044985754
12.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.48229144 14.50488878
 14.52746939] mV",270.2888009 uV,36.0,0.2702888008997151
12.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1451.0255342  1452.71893847
 1454.41140222] uV",20.32973385 uV,48.0,0.020329733846454444
12.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.25512767 7.26359469 7.27205701] mV,101.64866923 uV,48.0,0.10164866923223925
12.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.51025534 14.52718938
 14.54411402] mV",203.29733846 uV,48.0,0.2032973384644785
12.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1452.64787003 1454.00194783
 1455.35542395] uV",16.63217244 uV,60.0,0.01663217244234202
12.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.26323935 7.27000974 7.27677712] mV,83.16086221 uV,60.0,0.0831608622117088
12.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.5264787  14.54001948
 14.55355424] mV",166.32172442 uV,60.0,0.1663217244234176
12.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2404.3959477  2410.05458571
 2415.70693983] uV",67.56548704 uV,24.0,0.06756548703976865
12.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 12.02197974 12.05027293
 12.0785347 ] mV",0.33782744 mV,24.0,0.33782743519884634
12.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 24.04395948 24.10054586
 24.1570694 ] mV",0.67565487 mV,24.0,0.6756548703976927
12.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2413.71523981 2417.48146308
 2421.24489759] uV",45.04813348 uV,36.0,0.04504813348328411
12.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.0685762  12.08740732
 12.10622449] mV",225.24066742 uV,36.0,0.22524066741646045
12.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.1371524  24.17481463
 24.21244898] mV",0.45048133 mV,36.0,0.4504813348329209
12.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2418.37589034 2421.19823079
 2424.01900371] uV",33.88288974 uV,48.0,0.033882889744079894
12.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.09187945 12.10599115
 12.12009502] mV",169.41444872 uV,48.0,0.16941444872038863
12.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.1837589  24.21198231
 24.24019004] mV",0.3388289 mV,48.0,0.33882889744077727
12.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2421.07978339 2423.33657971
 2425.59237324] uV",27.7202874 uV,60.0,0.02772028740388949
12.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.10539892 12.1166829
 12.12796187] mV",138.60143702 uV,60.0,0.13860143701946956
12.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.21079783 24.2333658
 24.25592373] mV",277.20287404 uV,60.0,0.2772028740389391
12.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.8087919  4.82010917 4.83141388] mV,135.13097408 uV,24.0,0.1351309740795373
12.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 24.04395948 24.10054586
 24.1570694 ] mV",0.67565487 mV,24.0,0.6756548703976927
12.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 48.08791895 48.20109171
 48.3141388 ] mV",1.35130974 mV,24.0,1.3513097407953854
12.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.82743048 4.83496293 4.8424898 ] mV,90.09626697 uV,36.0,0.09009626696656822
12.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.1371524  24.17481463
 24.21244898] mV",0.45048133 mV,36.0,0.4504813348329209
12.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 48.2743048  48.34962926
 48.42489795] mV",0.90096267 mV,36.0,0.9009626696658418
12.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.83675178 4.84239646 4.84803801] mV,67.76577949 uV,48.0,0.06776577948815979
12.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.1837589  24.21198231
 24.24019004] mV",0.3388289 mV,48.0,0.33882889744077727
12.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 48.36751781 48.42396462
 48.48038007] mV",0.67765779 mV,48.0,0.6776577948815545
12.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.84215957 4.84667316 4.85118475] mV,55.44057481 uV,60.0,0.05544057480777898
12.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.21079783 24.2333658
 24.25592373] mV",277.20287404 uV,60.0,0.2772028740389391
12.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 48.42159567 48.46673159
 48.51184746] mV",0.55440575 mV,60.0,0.5544057480778782
13.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1454.9962879  1453.38052317
 1451.76655274] uV",37.20491684 uV,26.0,0.03720491683847655
13.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.27498144 7.26690262 7.25883276] mV,186.02458419 uV,26.0,0.18602458419239315
13.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.54996288 14.53380523
 14.51766553] mV",0.37204917 mV,26.0,0.3720491683847863
13.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1455.30871698 1454.23110969
 1453.15430033] uV",24.8058538 uV,39.0,0.024805853804893245
13.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.27654358 7.27115555 7.2657715 ] mV,124.02926902 uV,39.0,0.12402926902444454
13.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.55308717 14.5423111
 14.531543  ] mV",248.05853805 uV,39.0,0.24805853804888908
13.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1455.45322491 1454.64486435
 1453.83695276] uV",18.66233353 uV,52.0,0.01866233352585539
13.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.27726612 7.27322432 7.26918476] mV,93.31166763 uV,52.0,0.09331166762923358
13.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.55453225 14.54644864
 14.53836953] mV",186.62333526 uV,52.0,0.18662333525846717
13.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1455.48061318 1454.83387664
 1454.18742747] uV",15.29769181 uV,65.0,0.015297691812059299
13.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.27740307 7.27416938 7.27093714] mV,76.48845906 uV,65.0,0.07648845906029454
13.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.55480613 14.54833877
 14.54187427] mV",152.97691812 uV,65.0,0.15297691812058908
13.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2424.99381316 2422.30087195
 2419.61092123] uV",62.00819473 uV,26.0,0.06200819473080148
13.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 12.12496907 12.11150436
 12.09805461] mV",310.04097365 uV,26.0,0.3100409736539744
13.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 24.24993813 24.22300872
 24.19610921] mV",0.62008195 mV,26.0,0.6200819473079489
13.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2425.51452831 2423.71851615
 2421.92383388] uV",41.34308967 uV,39.0,0.041343089674815425
13.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.12757264 12.11859258
 12.10961917] mV",206.71544837 uV,39.0,0.20671544837406325
13.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.25514528 24.23718516
 24.21923834] mV",0.4134309 mV,39.0,0.4134308967481265
13.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2425.75537486 2424.40810726
 2423.06158793] uV",31.10388921 uV,52.0,0.031103889209758984
13.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.12877687 12.12204054
 12.11530794] mV",155.51944605 uV,52.0,0.15551944604872725
13.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.25755375 24.24408107
 24.23061588] mV",311.0388921 uV,52.0,0.3110388920974545
13.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2425.80102197 2424.72312773
 2423.64571245] uV",25.49615302 uV,65.0,0.025496153020105987
13.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.12900511 12.12361564
 12.11822856] mV",127.4807651 uV,65.0,0.1274807651005308
13.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.25801022 24.24723128
 24.23645712] mV",254.9615302 uV,65.0,0.2549615302010616
13.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.84998763 4.84460174 4.83922184] mV,124.01638946 uV,26.0,0.12401638946160295
13.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 24.24993813 24.22300872
 24.19610921] mV",0.62008195 mV,26.0,0.6200819473079489
13.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 48.49987626 48.44601744
 48.39221842] mV",1.24016389 mV,26.0,1.2401638946158977
13.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.85102906 4.84743703 4.84384767] mV,82.68617935 uV,39.0,0.08268617934963085
13.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.25514528 24.23718516
 24.21923834] mV",0.4134309 mV,39.0,0.4134308967481265
13.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 48.51029057 48.47437032
 48.43847668] mV",0.82686179 mV,39.0,0.826861793496253
13.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.85151075 4.84881621 4.84612318] mV,62.20777842 uV,52.0,0.06220777841951797
13.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.25755375 24.24408107
 24.23061588] mV",311.0388921 uV,52.0,0.3110388920974545
13.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 48.5151075  48.48816215
 48.46123176] mV",0.62207778 mV,52.0,0.622077784194909
13.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.85160204 4.84944626 4.84729142] mV,50.99230604 uV,65.0,0.050992306040211974
13.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.25801022 24.24723128
 24.23645712] mV",254.9615302 uV,65.0,0.2549615302010616
